,Sim Mix and Util,Cost,Cost Power,Cost Error,Cost QoS,P Watts,R Watts,P Coef,R Coef,Average Job Power,Average Job Time,Average Job # Nodes,Number of Jobs,Utilization,Average QOS
190,w3-9,66.380927,45.3762,20.988882,0.015844,172119.0,20865.0,1.023728,0.449087,305.421875,166.4375,5.625,8.0,0.9,1.375
191,w3-9,69.937543,46.8765,23.045132,0.015911,176119.0,19864.0,1.047519,0.427542,305.421875,166.4375,5.625,8.0,0.9,1.375
192,w3-9,69.937476,46.8765,23.045132,0.015844,176119.0,19864.0,1.047519,0.427542,305.421875,166.4375,5.625,8.0,0.9,1.375
193,w3-9,69.937577,46.8765,23.045132,0.015946,176119.0,19864.0,1.047519,0.427542,305.421875,166.4375,5.625,8.0,0.9,1.375
194,w3-9,69.937476,46.8765,23.045132,0.015844,176119.0,19864.0,1.047519,0.427542,305.421875,166.4375,5.625,8.0,0.9,1.375
195,w3-9,66.387094,45.3768,20.988892,0.021403,172119.0,20863.0,1.023728,0.449044,305.421875,166.4375,5.625,8.0,0.9,1.375
196,w3-9,66.381703,45.3768,20.988892,0.016011,172119.0,20863.0,1.023728,0.449044,305.421875,166.4375,5.625,8.0,0.9,1.375
197,w3-9,66.38201,45.3768,20.988892,0.016319,172119.0,20863.0,1.023728,0.449044,305.421875,166.4375,5.625,8.0,0.9,1.375
198,w3-9,66.386348,45.3768,20.988892,0.020657,172119.0,20863.0,1.023728,0.449044,305.421875,166.4375,5.625,8.0,0.9,1.375
199,w3-9,62.849379,43.8768,18.936294,0.036285,168118.0,21862.0,0.99993,0.470546,305.421875,166.4375,5.625,8.0,0.9,1.375
200,w3-9,74.377468,43.8768,18.936294,11.564373,168118.0,21862.0,0.99993,0.470546,305.421875,166.4375,5.625,8.0,0.9,1.375
201,w3-9,104.060083,43.8768,18.936294,41.246988,168118.0,21862.0,0.99993,0.470546,305.421875,166.4375,5.625,8.0,0.9,1.375
202,w3-9,83.129356,43.8768,18.936294,20.316262,168118.0,21862.0,0.99993,0.470546,305.421875,166.4375,5.625,8.0,0.9,1.375
203,w3-9,66.381333,45.3771,20.988389,0.015844,172118.0,20861.0,1.023722,0.449001,305.421875,166.4375,5.625,8.0,0.9,1.375
204,w3-9,66.381398,45.3771,20.988389,0.015909,172118.0,20861.0,1.023722,0.449001,305.421875,166.4375,5.625,8.0,0.9,1.375
205,w3-9,104.506182,45.3771,20.988389,38.140693,172118.0,20861.0,1.023722,0.449001,305.421875,166.4375,5.625,8.0,0.9,1.375
206,w3-9,66.381365,45.3771,20.988389,0.015877,172118.0,20861.0,1.023722,0.449001,305.421875,166.4375,5.625,8.0,0.9,1.375
207,w3-9,69.326531,46.2774,23.033287,0.015844,176118.0,21860.0,1.047513,0.470503,305.421875,166.4375,5.625,8.0,0.9,1.375
208,w3-9,69.326531,46.2774,23.033287,0.015844,176118.0,21860.0,1.047513,0.470503,305.421875,166.4375,5.625,8.0,0.9,1.375
209,w3-9,69.326531,46.2774,23.033287,0.015844,176118.0,21860.0,1.047513,0.470503,305.421875,166.4375,5.625,8.0,0.9,1.375
210,w3-9,69.326531,46.2774,23.033287,0.015844,176118.0,21860.0,1.047513,0.470503,305.421875,166.4375,5.625,8.0,0.9,1.375
211,w3-9,65.773362,44.7777,20.979818,0.015844,172118.0,22859.0,1.023722,0.492005,305.421875,166.4375,5.625,8.0,0.9,1.375
212,w3-9,65.773362,44.7777,20.979818,0.015844,172118.0,22859.0,1.023722,0.492005,305.421875,166.4375,5.625,8.0,0.9,1.375
213,w3-9,65.773362,44.7777,20.979818,0.015844,172118.0,22859.0,1.023722,0.492005,305.421875,166.4375,5.625,8.0,0.9,1.375
214,w3-9,65.775074,44.7777,20.979818,0.017556,172118.0,22859.0,1.023722,0.492005,305.421875,166.4375,5.625,8.0,0.9,1.375
215,w3-9,75.705822,43.2777,18.929409,13.498713,168117.0,23858.0,0.999925,0.513507,305.421875,166.4375,5.625,8.0,0.9,1.375
216,w3-9,73.78691,43.2777,18.929409,11.579801,168117.0,23858.0,0.999925,0.513507,305.421875,166.4375,5.625,8.0,0.9,1.375
217,w3-9,99.947145,43.2777,18.929409,37.740036,168117.0,23858.0,0.999925,0.513507,305.421875,166.4375,5.625,8.0,0.9,1.375
218,w3-9,149.745925,43.2777,18.929409,87.538816,168117.0,23858.0,0.999925,0.513507,305.421875,166.4375,5.625,8.0,0.9,1.375
219,w3-9,65.773223,44.778,20.979314,0.015909,172117.0,22857.0,1.023716,0.491962,305.421875,166.4375,5.625,8.0,0.9,1.375
220,w3-9,65.773399,44.778,20.979314,0.016085,172117.0,22857.0,1.023716,0.491962,305.421875,166.4375,5.625,8.0,0.9,1.375
221,w3-9,65.773398,44.778,20.979314,0.016085,172117.0,22857.0,1.023716,0.491962,305.421875,166.4375,5.625,8.0,0.9,1.375
222,w3-9,65.773158,44.778,20.979314,0.015844,172117.0,22857.0,1.023716,0.491962,305.421875,166.4375,5.625,8.0,0.9,1.375
223,w3-9,75.044456,43.2783,18.929415,12.836741,168117.0,23856.0,0.999925,0.513464,305.421875,166.4375,5.625,8.0,0.9,1.375
224,w3-9,62.25438,43.2783,18.929415,0.046666,168117.0,23856.0,0.999925,0.513464,305.421875,166.4375,5.625,8.0,0.9,1.375
225,w3-9,71.15007,43.2783,18.929415,8.942355,168117.0,23856.0,0.999925,0.513464,305.421875,166.4375,5.625,8.0,0.9,1.375
226,w3-9,82.002219,43.2783,18.929415,19.794504,168117.0,23856.0,0.999925,0.513464,305.421875,166.4375,5.625,8.0,0.9,1.375
227,w3-9,65.777499,44.7786,20.979322,0.019577,172117.0,22855.0,1.023716,0.491919,305.421875,166.4375,5.625,8.0,0.9,1.375
228,w3-9,65.773766,44.7786,20.979322,0.015844,172117.0,22855.0,1.023716,0.491919,305.421875,166.4375,5.625,8.0,0.9,1.375
229,w3-9,65.786111,44.7786,20.979322,0.02819,172117.0,22855.0,1.023716,0.491919,305.421875,166.4375,5.625,8.0,0.9,1.375
230,w3-9,65.780809,44.7786,20.979322,0.022887,172117.0,22855.0,1.023716,0.491919,305.421875,166.4375,5.625,8.0,0.9,1.375
231,w3-9,62.230842,43.2789,18.929421,0.022521,168117.0,23854.0,0.999925,0.513421,305.421875,166.4375,5.625,8.0,0.9,1.375
232,w3-9,70.455503,43.2789,18.929421,8.247182,168117.0,23854.0,0.999925,0.513421,305.421875,166.4375,5.625,8.0,0.9,1.375
233,w3-9,62.228762,43.2789,18.929421,0.020441,168117.0,23854.0,0.999925,0.513421,305.421875,166.4375,5.625,8.0,0.9,1.375
234,w3-9,120.277592,43.2789,18.929421,58.069271,168117.0,23854.0,0.999925,0.513421,305.421875,166.4375,5.625,8.0,0.9,1.375
235,w4-5,167.302056,30.3039,0.000127,136.998029,125781.0,24768.0,0.999998,0.599982,292.0,50.15,2.0,8.0,0.5,1.4
236,w4-5,75.360738,30.7539,1.015232,43.591607,127781.0,25268.0,1.015899,0.612094,292.0,50.15,2.0,8.0,0.5,1.4
237,w4-5,76.718879,30.7539,1.015232,44.949747,127781.0,25268.0,1.015899,0.612094,292.0,50.15,2.0,8.0,0.5,1.4
238,w4-5,84.248235,30.7539,1.015232,52.479104,127781.0,25268.0,1.015899,0.612094,292.0,50.15,2.0,8.0,0.5,1.4
239,w4-5,89.745311,30.7539,1.015232,57.97618,127781.0,25268.0,1.015899,0.612094,292.0,50.15,2.0,8.0,0.5,1.4
240,w4-5,46.582216,31.5036,2.030477,13.048139,129780.0,24768.0,1.031791,0.599982,292.0,50.15,2.0,8.0,0.5,1.4
241,w4-5,43.525569,31.5036,2.030477,9.991492,129780.0,24768.0,1.031791,0.599982,292.0,50.15,2.0,8.0,0.5,1.4
242,w4-5,48.178747,31.5036,2.030477,14.64467,129780.0,24768.0,1.031791,0.599982,292.0,50.15,2.0,8.0,0.5,1.4
243,w4-5,49.074452,31.5036,2.030477,15.540375,129780.0,24768.0,1.031791,0.599982,292.0,50.15,2.0,8.0,0.5,1.4
244,w4-5,36.390425,32.2536,3.04665,1.090175,131780.0,24268.0,1.047692,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
245,w4-5,37.03893,32.2536,3.04665,1.73868,131780.0,24268.0,1.047692,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
246,w4-5,37.686012,32.2536,3.04665,2.385762,131780.0,24268.0,1.047692,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
247,w4-5,35.954882,32.2536,3.04665,0.654632,131780.0,24268.0,1.047692,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
248,w4-5,37.339867,33.0036,4.063269,0.272998,133780.0,23768.0,1.063593,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
249,w4-5,37.388002,33.0036,4.063269,0.321133,133780.0,23768.0,1.063593,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
250,w4-5,37.193976,33.0036,4.063269,0.127107,133780.0,23768.0,1.063593,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
251,w4-5,37.116744,33.0036,4.063269,0.049875,133780.0,23768.0,1.063593,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
252,w4-5,38.873105,33.7533,5.079855,0.03995,135779.0,23268.0,1.079485,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
253,w4-5,38.869623,33.7533,5.079855,0.036468,135779.0,23268.0,1.079485,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
254,w4-5,38.851433,33.7533,5.079855,0.018278,135779.0,23268.0,1.079485,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
255,w4-5,38.851686,33.7533,5.079855,0.018531,135779.0,23268.0,1.079485,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
256,w4-5,37.096583,33.0033,4.062761,0.030522,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
257,w4-5,37.136671,33.0033,4.062761,0.070611,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
258,w4-5,37.127622,33.0033,4.062761,0.061561,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
259,w4-5,37.092179,33.0033,4.062761,0.026119,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
260,w4-5,35.320627,32.2533,3.046142,0.021186,131779.0,24268.0,1.047684,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
261,w4-5,39.428898,32.2533,3.046142,4.129456,131779.0,24268.0,1.047684,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
262,w4-5,35.535084,32.2533,3.046142,0.235642,131779.0,24268.0,1.047684,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
263,w4-5,36.296196,32.2533,3.046142,0.996754,131779.0,24268.0,1.047684,0.58787,292.0,50.15,2.0,8.0,0.5,1.4
264,w4-5,37.116261,33.0033,4.062761,0.0502,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
265,w4-5,37.138028,33.0033,4.062761,0.071967,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
266,w4-5,37.572836,33.0033,4.062761,0.506775,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
267,w4-5,37.087304,33.0033,4.062761,0.021243,133779.0,23768.0,1.063585,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
268,w4-5,38.849424,33.753,5.079346,0.017078,135778.0,23268.0,1.079477,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
269,w4-5,38.850478,33.753,5.079346,0.018132,135778.0,23268.0,1.079477,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
270,w4-5,38.848307,33.753,5.079346,0.015961,135778.0,23268.0,1.079477,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
271,w4-5,38.848191,33.753,5.079346,0.015844,135778.0,23268.0,1.079477,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
272,w4-5,37.088508,33.003,4.062252,0.023256,133778.0,23768.0,1.063577,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
273,w4-5,37.220447,33.003,4.062252,0.155194,133778.0,23768.0,1.063577,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
274,w4-5,37.17669,33.003,4.062252,0.111437,133778.0,23768.0,1.063577,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
275,w4-5,37.131234,33.003,4.062252,0.065982,133778.0,23768.0,1.063577,0.575758,292.0,50.15,2.0,8.0,0.5,1.4
276,w4-5,35.948406,32.5527,3.045202,0.350504,131777.0,23268.0,1.047668,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
277,w4-5,35.615031,32.5527,3.045202,0.017129,131777.0,23268.0,1.047668,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
278,w4-5,35.641356,32.5527,3.045202,0.043454,131777.0,23268.0,1.047668,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
279,w4-5,35.666269,32.5527,3.045202,0.068367,131777.0,23268.0,1.047668,0.563646,292.0,50.15,2.0,8.0,0.5,1.4
280,w4-5,34.268096,32.1024,2.028513,0.137183,129776.0,22768.0,1.03176,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
281,w4-5,38.308684,32.1024,2.028513,4.177771,129776.0,22768.0,1.03176,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
282,w4-5,34.256303,32.1024,2.028513,0.12539,129776.0,22768.0,1.03176,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
283,w4-5,38.298973,32.1024,2.028513,4.16806,129776.0,22768.0,1.03176,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
284,w4-5,35.912213,32.8521,3.044269,0.015844,131775.0,22268.0,1.047652,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
285,w4-5,35.928842,32.8521,3.044269,0.032474,131775.0,22268.0,1.047652,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
286,w4-5,35.925233,32.8521,3.044269,0.028865,131775.0,22268.0,1.047652,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
287,w4-5,35.918952,32.8521,3.044269,0.022583,131775.0,22268.0,1.047652,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
288,w4-5,34.273901,32.1021,2.028005,0.143796,129775.0,22768.0,1.031752,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
289,w4-5,34.158118,32.1021,2.028005,0.028013,129775.0,22768.0,1.031752,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
290,w4-5,34.163322,32.1021,2.028005,0.033217,129775.0,22768.0,1.031752,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
291,w4-5,34.160003,32.1021,2.028005,0.029898,129775.0,22768.0,1.031752,0.551534,292.0,50.15,2.0,8.0,0.5,1.4
292,w4-5,34.126125,31.6521,1.01221,1.461815,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
293,w4-5,32.699364,31.6521,1.01221,0.035054,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
294,w4-5,32.924341,31.6521,1.01221,0.26003,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
295,w4-5,36.390393,31.6521,1.01221,3.726082,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
296,w4-5,34.446855,32.4021,2.028044,0.016711,129775.0,21768.0,1.031752,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
297,w4-5,34.455699,32.4021,2.028044,0.025555,129775.0,21768.0,1.031752,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
298,w4-5,34.447126,32.4021,2.028044,0.016982,129775.0,21768.0,1.031752,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
299,w4-5,34.466926,32.4021,2.028044,0.036782,129775.0,21768.0,1.031752,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
300,w4-5,32.973927,31.6521,1.01221,0.309617,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
301,w4-5,32.699641,31.6521,1.01221,0.03533,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
302,w4-5,32.717044,31.6521,1.01221,0.052734,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
303,w4-5,32.697885,31.6521,1.01221,0.033574,127775.0,22268.0,1.015851,0.539422,292.0,50.15,2.0,8.0,0.5,1.4
304,w4-5,32.03001,31.2018,0.00368,0.82453,125774.0,21768.0,0.999942,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
305,w4-5,31.425511,31.2018,0.00368,0.220031,125774.0,21768.0,0.999942,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
306,w4-5,34.08246,31.2018,0.00368,2.87698,125774.0,21768.0,0.999942,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
307,w4-5,32.215456,31.2018,0.00368,1.009976,125774.0,21768.0,0.999942,0.52731,292.0,50.15,2.0,8.0,0.5,1.4
308,w4-5,33.473691,31.9518,1.011713,0.510178,127774.0,21268.0,1.015843,0.515198,292.0,50.15,2.0,8.0,0.5,1.4
309,w4-5,33.186738,31.9518,1.011713,0.223225,127774.0,21268.0,1.015843,0.515198,292.0,50.15,2.0,8.0,0.5,1.4
310,w4-5,33.010812,31.9518,1.011713,0.047299,127774.0,21268.0,1.015843,0.515198,292.0,50.15,2.0,8.0,0.5,1.4
311,w4-5,33.079124,31.9518,1.011713,0.115611,127774.0,21268.0,1.015843,0.515198,292.0,50.15,2.0,8.0,0.5,1.4
312,w4-5,34.874436,32.7018,2.027578,0.145058,129774.0,20768.0,1.031744,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
313,w4-5,34.745222,32.7018,2.027578,0.015844,129774.0,20768.0,1.031744,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
314,w4-5,34.74598,32.7018,2.027578,0.016602,129774.0,20768.0,1.031744,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
315,w4-5,34.745222,32.7018,2.027578,0.015844,129774.0,20768.0,1.031744,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
316,w4-5,33.311102,32.2518,1.011724,0.047579,127774.0,20268.0,1.015843,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
317,w4-5,33.313398,32.2518,1.011724,0.049874,127774.0,20268.0,1.015843,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
318,w4-5,33.292352,32.2518,1.011724,0.028828,127774.0,20268.0,1.015843,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
319,w4-5,33.298154,32.2518,1.011724,0.034631,127774.0,20268.0,1.015843,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
320,w4-5,31.804788,31.5015,0.004188,0.2991,125773.0,20768.0,0.999934,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
321,w4-5,32.19185,31.5015,0.004188,0.686162,125773.0,20768.0,0.999934,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
322,w4-5,32.278976,31.5015,0.004188,0.773288,125773.0,20768.0,0.999934,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
323,w4-5,31.838678,31.5015,0.004188,0.332991,125773.0,20768.0,0.999934,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
324,w4-5,33.278853,32.2512,1.010708,0.016945,127772.0,20268.0,1.015827,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
325,w4-5,33.299827,32.2512,1.010708,0.037919,127772.0,20268.0,1.015827,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
326,w4-5,33.280197,32.2512,1.010708,0.018289,127772.0,20268.0,1.015827,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
327,w4-5,33.326248,32.2512,1.010708,0.06434,127772.0,20268.0,1.015827,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
328,w4-5,31.552889,31.5009,0.005203,0.046786,125771.0,20768.0,0.999919,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
329,w4-5,32.482546,31.5009,0.005203,0.976444,125771.0,20768.0,0.999919,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
330,w4-5,31.523008,31.5009,0.005203,0.016905,125771.0,20768.0,0.999919,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
331,w4-5,31.581048,31.5009,0.005203,0.074946,125771.0,20768.0,0.999919,0.503086,292.0,50.15,2.0,8.0,0.5,1.4
332,w4-5,33.738537,32.2506,1.009692,0.478244,127770.0,20268.0,1.015811,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
333,w4-5,33.281868,32.2506,1.009692,0.021576,127770.0,20268.0,1.015811,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
334,w4-5,33.389344,32.2506,1.009692,0.129052,127770.0,20268.0,1.015811,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
335,w4-5,33.365813,32.2506,1.009692,0.105521,127770.0,20268.0,1.015811,0.490974,292.0,50.15,2.0,8.0,0.5,1.4
336,w4-5,35.042337,33.0009,2.025592,0.015844,129770.0,19767.0,1.031712,0.478837,292.0,50.15,2.0,8.0,0.5,1.4
337,w4-5,35.042735,33.0009,2.025592,0.016243,129770.0,19767.0,1.031712,0.478837,292.0,50.15,2.0,8.0,0.5,1.4
338,w4-5,35.042642,33.0009,2.025592,0.016149,129770.0,19767.0,1.031712,0.478837,292.0,50.15,2.0,8.0,0.5,1.4
339,w4-5,35.044064,33.0009,2.025592,0.017572,129770.0,19767.0,1.031712,0.478837,292.0,50.15,2.0,8.0,0.5,1.4
340,w4-5,33.283619,32.2509,1.009185,0.023535,127769.0,20266.0,1.015803,0.490925,292.0,50.15,2.0,8.0,0.5,1.4
341,w4-5,33.277396,32.2509,1.009185,0.017312,127769.0,20266.0,1.015803,0.490925,292.0,50.15,2.0,8.0,0.5,1.4
342,w4-5,33.290032,32.2509,1.009185,0.029947,127769.0,20266.0,1.015803,0.490925,292.0,50.15,2.0,8.0,0.5,1.4
343,w4-5,33.382753,32.2509,1.009185,0.122668,127769.0,20266.0,1.015803,0.490925,292.0,50.15,2.0,8.0,0.5,1.4
344,w4-75,188.387759,36.4959,10.497064,141.394795,146421.0,24768.0,0.999994,0.599982,292.0,50.15,2.0,8.0,0.75,1.4
345,w4-75,75.906505,37.2456,11.516435,27.14447,148420.0,24268.0,1.013646,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
346,w4-75,76.296131,37.2456,11.516435,27.534096,148420.0,24268.0,1.013646,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
347,w4-75,104.106945,37.2456,11.516435,55.34491,148420.0,24268.0,1.013646,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
348,w4-75,113.139072,37.2456,11.516435,64.377037,148420.0,24268.0,1.013646,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
349,w4-75,56.886713,37.9956,12.536921,6.354192,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
350,w4-75,50.551592,37.9956,12.536921,0.019071,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
351,w4-75,53.292947,37.9956,12.536921,2.760426,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
352,w4-75,56.28849,37.9956,12.536921,5.755969,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
353,w4-75,52.346728,38.7456,13.55805,0.043077,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
354,w4-75,52.386826,38.7456,13.55805,0.083176,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
355,w4-75,52.320351,38.7456,13.55805,0.016701,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
356,w4-75,52.319618,38.7456,13.55805,0.015967,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
357,w4-75,51.026786,37.9956,12.536921,0.494265,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
358,w4-75,50.578043,37.9956,12.536921,0.045522,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
359,w4-75,50.656888,37.9956,12.536921,0.124367,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
360,w4-75,52.086732,37.9956,12.536921,1.554211,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
361,w4-75,52.328092,38.7456,13.55805,0.024441,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
362,w4-75,52.333825,38.7456,13.55805,0.030174,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
363,w4-75,52.325187,38.7456,13.55805,0.021536,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
364,w4-75,52.319867,38.7456,13.55805,0.016217,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
365,w4-75,50.569846,37.9956,12.536921,0.037325,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
366,w4-75,50.549251,37.9956,12.536921,0.016731,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
367,w4-75,50.554971,37.9956,12.536921,0.02245,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
368,w4-75,51.717011,37.9956,12.536921,1.18449,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
369,w4-75,52.319495,38.7456,13.55805,0.015844,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
370,w4-75,52.319495,38.7456,13.55805,0.015844,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
371,w4-75,52.321689,38.7456,13.55805,0.018039,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
372,w4-75,52.319495,38.7456,13.55805,0.015844,152420.0,23268.0,1.040965,0.563646,292.0,50.15,2.0,8.0,0.75,1.4
373,w4-75,50.551379,37.9956,12.536921,0.018858,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
374,w4-75,50.555236,37.9956,12.536921,0.022715,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
375,w4-75,50.55074,37.9956,12.536921,0.018219,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
376,w4-75,50.554135,37.9956,12.536921,0.021614,150420.0,23768.0,1.027306,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
377,w4-75,48.802998,37.2453,11.515925,0.041773,148419.0,24268.0,1.01364,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
378,w4-75,48.941752,37.2453,11.515925,0.180527,148419.0,24268.0,1.01364,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
379,w4-75,49.109642,37.2453,11.515925,0.348416,148419.0,24268.0,1.01364,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
380,w4-75,48.801555,37.2453,11.515925,0.04033,148419.0,24268.0,1.01364,0.58787,292.0,50.15,2.0,8.0,0.75,1.4
381,w4-75,50.547555,37.9953,12.536411,0.015844,150419.0,23768.0,1.027299,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
382,w4-75,50.563743,37.9953,12.536411,0.032032,150419.0,23768.0,1.027299,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
383,w4-75,50.552242,37.9953,12.536411,0.020531,150419.0,23768.0,1.027299,0.575758,292.0,50.15,2.0,8.0,0.75,1.4
